FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,WORK_LIFE_BALANCE_SCORE
5,3,10,10,10,10,10,5,1,10,9,5,10,10,10,1,2,10,10,10,3,780.1
2,3,10,4,10,10,9,3,1,8,1,10,6,8,0,3,2,10,6,6,3,733.1
5,4,2,4,5,5,2,1,2,7,1,4,10,8,0,2,2,4,4,10,3,662.2
5,0,1,3,0,2,0,2,2,8,1,2,0,7,0,0,1,5,1,10,4,620.8
3,3,10,2,10,10,2,5,2,3,1,3,0,6,1,3,1,3,4,4,2,637.8
2,5,6,10,10,10,10,2,1,4,3,4,3,6,0,3,2,5,5,4,3,690.7
2,3,4,10,8,10,6,5,1,5,3,7,8,10,1,2,2,7,2,6,1,719.3
5,1,10,10,10,10,10,5,1,8,3,10,3,9,0,1,2,8,5,10,2,774.1
2,3,3,5,3,9,4,0,2,7,4,3,10,8,0,3,2,10,3,5,1,663.7
4,2,10,3,10,6,10,5,2,3,3,4,4,8,0,2,2,10,4,6,4,704.7
5,5,2,8,2,2,3,2,1,3,0,1,0,6,0,6,1,10,0,10,1,622.1
5,1,5,2,1,0,0,0,1,5,4,2,3,8,0,0,2,3,4,10,2,656.7
2,2,4,4,5,4,5,1,1,8,6,7,5,8,4,3,2,5,3,5,2,673
2,2,4,10,10,10,5,1,1,7,2,3,3,9,0,1,1,3,2,7,1,675.8
2,2,5,10,7,10,4,1,1,7,1,3,3,9,0,1,1,4,1,5,1,665.6
1,3,2,4,7,4,2,1,1,3,3,2,0,5,8,2,1,2,3,8,3,601.7
1,3,2,10,10,4,5,5,2,6,2,10,5,10,0,4,2,2,10,10,2,697.8
4,2,7,10,10,10,7,4,1,9,5,10,2,8,9,7,2,10,2,6,3,721.2
0,5,6,3,0,5,1,0,2,10,3,3,0,7,10,0,1,2,0,0,3,563.2
1,2,4,6,10,10,5,0,1,6,3,6,2,6,0,3,2,1,2,7,2,670.7
4,1,10,4,10,10,3,5,1,3,6,5,2,8,0,1,2,6,4,7,3,721.9
2,1,10,10,10,6,7,5,2,7,8,7,10,6,5,0,2,10,5,8,4,735.5
4,1,8,2,8,3,5,0,2,7,8,1,5,6,1,1,2,3,7,5,4,668
0,3,0,10,10,10,5,0,2,7,4,6,5,6,0,2,2,5,8,3,2,667.3
4,2,6,10,10,10,3,5,1,6,1,10,0,8,5,1,2,10,4,10,3,728
5,2,6,5,8,10,6,5,1,10,5,4,5,8,5,0,2,8,4,4,4,723.4
4,2,3,6,10,10,6,3,1,5,3,4,8,7,4,4,1,3,5,5,1,677.3
4,2,3,6,10,10,6,3,1,5,3,4,8,7,4,4,1,3,5,5,1,677.3
5,4,10,6,5,10,4,1,2,2,3,3,1,6,0,5,2,3,0,7,3,646.3
5,2,3,10,4,5,3,4,2,8,6,4,1,5,0,1,2,6,4,5,3,676.9
1,3,5,2,5,10,5,5,2,5,1,4,2,5,0,3,2,3,0,2,4,634.4
1,1,10,3,2,6,2,1,1,6,2,6,3,8,2,2,2,6,3,9,1,672.8
1,1,10,3,2,6,2,1,1,6,2,6,3,8,2,2,2,6,3,9,1,672.8
5,3,3,8,4,10,10,3,2,4,3,4,5,5,2,3,1,5,8,10,4,671.8
2,4,1,3,8,10,1,1,2,3,0,1,5,9,1,1,1,3,0,1,2,598.9
5,1,10,8,10,10,10,2,1,7,6,8,10,7,0,1,2,7,6,10,2,768.2
3,3,4,3,4,6,1,1,1,8,1,4,3,8,2,2,2,3,1,8,1,652
4,4,8,4,7,4,7,4,2,9,3,5,6,9,4,6,2,7,8,5,1,683
4,3,4,4,3,6,6,4,2,4,3,2,1,6,5,2,1,2,2,0,1,607
3,2,3,5,7,2,7,4,2,8,6,7,10,7,5,9,2,1,5,8,2,669.4
1,4,0,10,3,10,3,2,1,8,5,2,10,8,3,1,1,1,5,6,1,656.7
2,5,0,0,10,7,3,3,2,10,6,7,10,5,7,2,1,2,0,2,2,619.7
4,4,5,5,4,10,2,5,1,7,6,6,3,7,0,2,2,9,3,7,3,703.2
3,5,6,4,10,10,2,3,2,8,1,1,4,7,2,7,2,3,1,3,2,635.9
1,2,4,4,3,7,0,0,2,9,2,6,10,6,10,2,2,1,4,9,2,633.3
5,2,4,7,4,7,3,5,2,6,4,3,0,5,0,1,2,7,5,8,4,678.4
2,4,4,2,10,10,10,3,1,7,4,10,5,7,0,1,2,10,2,10,3,721
1,0,3,4,10,10,4,5,1,5,3,3,1,5,0,0,2,2,4,4,2,681.8
4,2,7,7,8,10,1,4,2,9,7,6,3,6,1,4,1,0,7,7,2,674.1
3,3,10,9,10,5,7,5,1,9,3,10,5,6,0,1,2,3,7,10,2,739.5
0,1,6,4,1,10,6,0,1,9,0,4,0,8,0,1,1,7,2,10,1,655.4
3,3,10,4,3,10,3,1,1,8,7,4,10,8,0,0,1,3,5,10,1,694.5
5,2,3,3,3,4,1,1,1,3,1,8,2,7,3,0,2,3,1,7,2,650.9
2,3,3,5,2,4,0,0,2,3,4,6,5,7,0,4,1,0,0,10,4,602.9
0,3,6,2,2,2,1,0,2,2,5,1,2,8,0,5,2,2,4,7,2,602.1
4,4,2,5,3,7,3,0,1,2,5,6,3,7,4,2,1,3,2,2,3,621.6
3,1,5,1,2,5,5,1,1,5,2,10,0,8,0,0,2,2,2,10,3,671.9
2,4,10,10,10,10,10,5,2,10,6,6,5,6,10,10,2,10,6,10,3,708.1
2,2,10,7,4,5,2,1,1,6,2,8,1,7,2,4,2,10,4,8,2,683.2
5,5,0,2,1,10,3,0,2,5,4,5,0,8,10,5,2,0,0,0,3,585.9
1,3,10,10,10,9,7,2,1,4,8,8,2,5,10,0,2,10,3,10,2,710
3,5,1,6,7,7,2,5,2,3,2,2,1,6,0,5,2,9,1,4,3,634.2
4,3,6,3,5,2,2,1,1,3,0,10,0,7,0,10,1,4,2,5,2,620.7
2,5,6,4,4,9,5,0,2,7,6,5,10,8,7,3,1,3,5,4,2,631.8
2,5,2,6,1,2,1,0,2,5,0,6,10,6,10,3,1,8,0,1,3,578.9
5,1,10,10,6,7,3,2,1,7,3,8,6,8,0,0,2,2,8,10,2,734.4
1,4,9,4,8,10,7,5,2,4,6,3,5,6,10,4,1,10,7,5,3,654.8
5,2,10,10,10,7,8,3,2,9,5,2,8,7,10,3,2,10,7,8,4,716
2,3,5,8,10,5,5,4,1,7,3,2,3,8,0,4,1,6,2,7,1,670.3
4,2,10,5,4,10,4,5,1,8,3,1,4,9,0,2,2,10,1,10,4,717.9
5,5,8,4,10,10,5,5,1,7,1,10,7,6,0,3,2,5,1,5,3,710.6
5,3,5,10,10,10,3,5,1,6,5,10,2,7,0,0,1,4,2,10,3,714.2
2,3,5,3,3,4,7,0,1,4,2,5,5,6,10,3,2,7,2,8,1,641.6
2,1,4,7,2,6,3,3,2,3,2,2,1,5,0,0,2,3,2,6,2,637.4
5,2,7,6,5,2,3,1,2,5,2,5,1,8,10,5,2,6,2,5,3,631.8
5,2,10,6,3,2,5,3,1,1,7,1,10,8,0,0,2,10,3,10,2,712.6
2,2,10,4,5,5,5,5,1,3,1,1,3,7,0,1,2,3,2,6,2,671.6
2,5,2,6,1,2,1,0,2,5,0,6,10,6,10,3,1,8,0,1,3,578.9
4,5,3,8,9,10,2,4,1,6,2,6,3,6,8,4,2,4,1,2,4,658.8
5,2,10,6,3,2,5,3,1,1,7,1,10,8,0,0,2,10,3,10,2,712.6
3,3,3,6,3,0,1,2,1,0,0,2,2,10,0,3,1,5,3,10,2,624.8
3,3,10,5,3,5,10,3,1,9,5,9,10,9,2,1,2,10,8,10,3,745
2,3,10,6,6,5,6,1,1,9,4,5,5,8,1,2,2,7,1,3,3,686.2
2,5,7,10,5,5,10,3,1,7,3,2,7,8,0,10,2,10,5,4,3,687.3
1,1,9,6,2,10,6,3,2,7,4,6,3,8,0,1,2,10,2,10,1,696.6
4,4,5,10,10,3,4,3,1,5,3,10,10,7,0,7,2,6,5,2,2,698.9
3,1,10,3,2,3,3,5,1,3,1,7,0,8,0,1,2,3,1,10,3,678.1
2,4,2,5,1,8,6,4,1,4,3,2,5,6,3,5,1,5,1,10,1,637.6
1,5,4,10,10,4,6,5,2,3,3,2,8,6,0,5,1,8,1,10,1,651.2
5,1,10,4,8,10,4,4,1,7,4,10,5,8,0,3,2,2,3,10,2,731.4
1,2,1,3,2,5,1,3,1,2,3,4,8,7,3,1,2,5,1,8,2,648.4
3,2,10,8,10,7,10,5,2,1,5,5,0,7,0,2,2,7,10,7,4,711.5
4,3,3,5,10,6,1,1,1,7,3,1,5,7,1,5,2,5,1,5,3,659.7
3,2,6,9,4,4,6,4,1,8,1,7,10,8,0,2,2,8,2,6,4,712.1
2,2,4,8,7,10,5,4,1,5,6,3,4,5,1,2,1,5,4,6,2,676.7
1,0,10,3,1,1,0,0,1,10,2,2,0,8,10,0,1,0,2,1,2,600.6
4,1,10,5,6,6,3,5,1,7,3,8,4,9,0,0,2,6,3,10,3,727.8
3,1,6,1,10,10,6,3,2,6,6,7,0,5,10,3,1,7,2,8,2,650.3
5,3,10,10,6,10,5,5,1,6,2,8,3,7,0,2,2,8,2,7,2,727.4
4,4,5,10,10,3,4,3,1,5,3,10,10,7,0,7,2,6,5,2,2,698.9
5,1,7,6,8,2,7,5,2,5,4,7,5,8,0,0,2,7,2,4,4,700.2
3,3,5,5,5,5,5,3,2,5,5,5,5,5,5,5,2,5,5,5,2,649.9
3,3,5,4,5,5,5,2,2,4,5,5,4,5,5,3,2,3,5,5,3,641.4
3,1,5,4,3,5,5,2,2,5,4,5,4,5,5,4,1,4,4,3,2,622.7
3,3,10,2,10,10,7,3,1,6,10,2,5,5,0,0,2,10,1,10,2,722.4
3,2,5,5,5,3,3,2,2,4,5,5,5,7,4,4,1,4,7,5,2,633.3
4,4,10,9,10,5,10,5,1,9,3,6,5,7,0,2,2,10,1,5,4,730.4
2,2,3,4,3,10,3,0,1,8,4,1,5,6,0,1,2,5,1,2,3,654.4
1,2,3,6,6,2,3,1,1,2,5,6,7,6,1,2,1,5,8,10,1,658.8
2,5,9,5,4,10,8,3,1,8,4,5,6,6,10,2,2,8,6,5,3,685.8
1,2,1,7,5,4,3,2,1,3,2,6,2,5,0,0,2,2,4,6,1,651.8
1,2,10,2,3,5,3,5,2,6,1,5,2,5,0,3,2,4,3,3,3,643.1
4,4,5,10,10,3,4,3,1,5,3,10,10,7,0,7,2,6,5,2,2,698.9
0,4,10,3,0,7,5,0,2,3,1,1,2,8,0,1,2,5,2,5,2,619.1
0,5,9,5,6,10,10,0,1,4,8,4,7,4,0,5,1,10,3,7,1,668.2
5,1,7,2,0,3,0,5,1,3,8,10,2,8,0,1,2,0,4,10,3,690.6
5,2,4,10,4,10,8,5,1,5,6,7,8,8,5,3,1,10,6,10,1,724
2,4,2,2,3,6,2,1,1,2,1,4,1,7,3,7,1,0,2,2,2,583.8
5,3,4,2,7,10,5,5,1,4,9,6,10,6,0,7,2,4,6,7,3,711.5
2,1,10,3,10,2,0,5,2,10,0,9,2,8,10,0,2,5,2,10,3,671.7
5,2,10,4,6,10,8,5,2,4,4,8,10,10,0,0,2,8,1,10,3,733.1
1,4,10,4,0,6,1,1,1,3,1,3,0,7,0,1,2,5,1,10,2,641.4
5,3,7,8,6,8,8,3,2,4,6,9,2,7,0,2,2,5,4,8,4,700.4
2,5,3,4,10,2,2,5,2,6,2,1,1,7,0,2,2,10,3,4,3,642.7
2,5,3,4,10,2,2,5,2,6,2,1,1,7,0,2,2,10,3,4,3,642.7
5,2,10,5,10,10,6,5,2,8,6,7,5,8,3,4,2,10,3,5,3,720.6
3,1,2,4,5,10,6,1,1,2,1,9,4,7,0,2,2,10,5,10,2,698.7
2,3,10,10,10,10,10,5,2,5,6,10,5,6,0,10,2,10,7,10,3,729.3
5,4,5,4,5,10,1,5,2,4,2,2,1,9,0,0,2,2,0,9,4,658.6
2,3,5,6,3,6,3,4,2,7,2,2,3,6,0,5,2,6,0,3,3,635.9
3,0,3,0,0,10,3,2,1,1,4,8,0,8,0,3,2,5,0,10,4,664.7
4,3,3,8,9,10,4,3,1,7,8,9,3,6,5,6,2,3,7,6,3,700.2
4,3,10,5,10,8,4,5,2,4,1,4,1,8,3,3,1,10,4,10,3,674.1
4,5,6,4,4,10,1,4,2,7,6,7,6,6,0,2,2,3,8,10,4,686.2
5,5,3,3,6,4,6,1,1,3,2,3,3,7,3,7,2,7,1,7,2,643.1
5,4,4,1,10,10,3,5,1,8,1,1,0,7,10,3,1,3,3,10,2,647.8
3,4,0,9,4,10,4,1,1,3,2,10,6,5,1,1,1,3,2,1,2,644.1
3,5,2,6,1,4,1,1,2,5,0,4,2,9,2,4,2,7,1,3,2,609.7
3,1,7,8,10,5,8,4,1,5,5,1,5,9,0,3,2,10,7,5,2,723
3,1,7,8,10,5,8,4,1,5,5,1,5,9,0,3,2,10,7,5,2,723
1,1,0,2,3,5,5,3,1,7,1,6,10,9,10,1,2,5,4,4,2,659.4
2,2,2,4,10,10,0,4,1,0,2,10,2,7,3,3,2,3,2,7,2,668.3
1,3,2,2,2,8,3,2,2,4,0,3,3,8,8,4,2,4,0,5,2,600.8
2,4,2,0,0,3,3,0,1,5,1,5,0,7,5,0,1,3,5,5,2,597.6
1,3,1,6,5,7,5,5,2,8,3,1,5,8,0,5,2,10,10,10,2,682
1,3,1,6,5,7,5,5,2,8,3,1,5,8,0,5,2,10,10,10,2,682
3,3,10,5,10,10,3,1,2,8,9,10,5,8,3,4,1,10,4,8,2,692.3
2,3,4,4,8,10,5,1,2,3,3,3,2,6,2,3,2,6,4,3,3,641.2
2,1,6,2,3,2,4,3,1,5,1,8,8,8,0,2,2,3,3,8,4,678.3
4,1,5,4,2,2,2,5,2,8,2,5,7,8,0,2,2,10,1,10,4,682.8
2,0,7,6,10,10,4,3,1,5,1,5,0,8,0,1,1,1,1,10,1,677.7
2,3,6,10,10,10,5,1,2,8,4,7,7,6,2,3,2,6,4,3,4,684.5
5,4,10,2,3,6,1,0,1,7,5,7,6,7,0,1,2,10,8,5,2,696.6
3,3,7,10,5,10,6,2,2,8,1,7,5,8,0,2,2,3,2,4,4,679.8
4,1,5,3,6,4,6,4,2,3,7,5,2,8,3,4,1,5,8,6,2,657.3
4,4,8,3,2,9,1,2,1,7,2,5,1,7,2,1,2,2,2,7,2,660.5
2,5,10,6,4,10,1,1,1,5,0,5,10,7,3,3,2,3,0,1,3,652
4,3,1,7,6,5,7,1,1,6,4,8,3,8,6,5,2,5,2,7,3,669.8
2,5,4,10,10,10,3,2,2,1,6,2,2,6,0,3,2,4,1,4,2,644.4
2,4,10,3,2,3,0,5,2,3,0,4,5,6,6,3,2,7,0,7,4,626.1
5,5,10,4,10,5,3,5,2,3,3,10,10,5,0,3,2,10,10,5,3,708.7
3,3,1,3,2,4,3,0,1,4,5,2,1,7,7,10,1,4,2,7,3,593.6
4,2,3,6,5,5,9,5,1,6,2,7,1,6,0,4,2,4,5,10,3,698.1
1,1,0,5,2,8,3,5,1,8,2,6,3,7,0,1,1,3,4,6,2,659
2,1,4,1,4,10,4,1,2,6,1,7,1,8,5,1,2,10,2,2,4,645.8
3,3,5,5,6,4,5,4,2,6,3,1,5,6,3,0,2,7,10,10,2,678.2
3,1,2,5,1,10,3,0,1,9,4,4,3,9,5,2,2,5,3,8,2,670.9
3,4,10,4,4,2,2,5,2,5,1,5,10,7,0,0,2,10,0,5,4,670.7
1,3,2,3,4,8,8,4,1,7,1,2,5,7,6,3,2,10,3,5,2,665
3,4,4,5,4,8,2,2,1,4,3,8,2,7,0,1,1,4,1,7,4,649.2
5,3,10,10,10,8,4,5,2,8,1,3,7,8,0,5,1,5,6,7,2,692.6
1,3,4,9,10,6,4,0,2,7,3,4,10,7,6,0,1,10,4,6,4,655.2
2,4,7,6,7,10,3,5,2,4,3,2,1,7,1,1,2,8,3,1,3,658.2
3,5,3,4,3,2,4,3,2,3,0,1,4,9,0,1,1,5,0,2,2,598.9
5,3,10,10,10,8,4,5,2,8,1,3,7,8,0,5,1,5,6,7,2,692.6
1,1,1,2,2,5,3,0,2,4,1,1,2,8,0,2,1,10,0,3,2,597
4,1,4,0,0,2,0,0,2,8,1,7,5,6,10,1,2,4,3,4,4,613.1
4,4,8,5,4,10,3,5,1,7,2,3,1,7,0,4,2,10,1,7,3,689
5,2,10,2,9,8,10,5,1,5,10,9,4,6,0,1,1,10,3,10,3,735.9
2,5,3,10,5,5,10,0,2,5,1,4,6,5,0,3,1,10,2,2,3,629.3
2,4,8,10,10,6,10,5,2,4,3,10,5,4,0,4,2,10,2,8,4,703.4
5,3,8,10,5,9,10,4,1,3,7,10,7,7,0,2,2,10,4,8,1,748.2
5,1,10,4,10,6,10,5,1,8,1,3,0,7,0,0,2,3,1,7,2,712.8
2,3,8,4,4,10,4,5,1,7,3,5,10,4,0,6,2,3,4,4,3,685.4
3,3,7,7,10,10,2,1,1,5,6,10,4,6,10,3,2,4,6,6,3,686.8
2,4,1,4,2,6,1,1,1,4,2,5,1,5,0,2,1,4,0,3,3,604
1,0,10,5,3,4,4,5,1,7,4,8,2,7,5,2,2,10,2,7,4,696.8
2,5,1,6,3,2,0,0,1,4,0,8,3,5,0,0,1,2,6,7,2,616.5
5,3,4,10,10,5,4,3,1,7,4,9,3,8,10,4,2,4,4,10,4,697.2
4,3,10,5,10,8,10,5,1,7,1,3,0,6,0,0,1,8,1,10,2,700.7
4,3,6,10,8,10,6,2,1,3,4,10,7,6,0,1,2,10,2,3,3,717.4
1,3,5,8,2,8,4,0,2,0,3,4,5,8,0,1,2,5,4,10,2,650.3
2,2,4,5,10,10,1,2,2,5,2,2,1,6,0,2,1,3,0,4,3,622.3
5,1,10,4,3,4,5,1,1,7,1,10,3,8,0,2,2,5,2,9,3,699.1
4,2,5,4,2,5,2,2,1,2,2,3,5,7,3,3,2,2,1,3,3,639.7
4,0,4,10,10,10,4,2,1,5,5,10,8,8,0,0,2,5,10,10,2,753.5
5,4,1,6,10,10,2,4,1,7,8,10,1,9,10,10,1,10,0,10,3,673.8
0,3,4,10,10,5,9,3,1,7,4,1,5,7,3,3,1,10,10,7,2,686.9
3,0,10,10,10,10,4,5,1,9,9,10,5,9,0,2,2,10,8,7,3,777.5
1,2,2,9,5,7,1,2,2,7,3,3,10,8,0,0,1,3,4,4,3,645
4,4,1,6,6,6,0,3,1,2,2,4,0,5,0,3,2,2,2,4,4,636.1
2,5,6,8,7,7,7,2,1,8,8,10,2,6,0,2,2,10,10,5,3,717.4
2,4,5,3,3,3,1,3,1,10,3,1,1,8,0,2,1,3,0,1,2,617.4
5,3,0,7,5,10,0,5,1,4,5,10,1,9,10,8,2,0,0,10,3,661.9
5,3,0,6,8,6,0,4,1,4,4,10,1,9,10,9,2,0,0,7,3,646.6
2,2,1,2,10,10,5,0,2,5,7,4,3,7,8,1,1,5,5,10,4,639.9
2,2,9,3,3,2,7,2,1,4,2,3,2,8,3,3,2,8,2,8,2,663.7
5,3,2,5,10,10,5,5,1,8,7,10,10,8,10,1,2,8,10,10,3,745
2,4,1,6,3,7,3,5,1,3,1,2,3,6,8,5,2,5,0,5,3,627.4
5,0,2,5,10,6,2,5,1,8,2,2,5,8,0,0,2,10,5,7,2,719.6
1,2,4,3,0,0,3,0,2,4,2,1,1,6,3,1,2,4,1,4,2,591.5
3,1,5,3,3,5,6,1,2,9,6,8,7,6,0,0,2,6,4,2,3,676.2
4,2,5,3,5,5,5,5,2,7,2,8,3,7,0,2,1,8,1,10,4,667.9
5,4,10,5,10,10,5,5,2,7,3,8,0,6,10,1,1,10,2,10,4,677.9
4,2,6,7,5,10,4,4,1,8,2,6,10,7,0,1,2,4,1,10,3,718.5
2,4,8,10,10,10,10,5,2,7,7,3,10,7,0,2,2,10,7,7,4,733.2
2,4,10,7,6,9,8,1,2,10,3,2,7,8,10,2,2,5,4,8,3,670.3
1,2,3,1,6,4,8,5,1,7,1,4,5,9,10,1,2,3,10,10,2,679.4
3,3,1,8,4,7,4,2,2,6,9,5,9,8,5,4,1,4,2,6,2,645.4
4,2,4,1,4,7,3,0,1,7,3,3,4,6,7,1,2,1,3,10,2,651.4
2,2,1,4,8,8,3,0,1,6,3,1,2,8,0,1,2,4,6,7,2,665
4,3,5,8,5,4,2,5,2,8,3,2,3,6,7,6,1,10,2,10,4,642.7
3,3,1,7,3,0,2,3,1,5,0,1,1,7,3,4,2,3,1,4,3,620.6
2,2,10,3,8,3,5,5,2,7,4,5,1,8,3,0,2,7,4,10,4,686.2
1,3,3,4,3,6,3,1,1,8,8,7,5,6,0,0,1,2,4,7,2,655.6
4,1,7,10,10,3,8,3,1,8,9,8,5,7,0,0,2,5,5,9,2,744.4
5,0,10,5,10,10,3,5,2,10,7,9,5,7,0,0,2,10,3,10,3,749.7
5,0,10,5,10,10,3,5,2,10,7,9,5,7,0,0,2,10,3,10,3,749.7
1,3,10,3,0,6,0,0,2,8,7,1,1,7,0,5,2,4,8,5,3,632.5
4,3,5,3,10,10,2,2,2,8,1,10,10,8,0,0,2,5,8,2,2,697.4
4,0,10,10,10,10,10,5,1,8,5,10,10,7,0,0,2,10,10,10,3,799.2
4,1,10,8,5,7,6,5,2,9,2,5,2,8,0,1,2,5,4,10,3,710
4,3,10,4,10,3,10,5,2,10,3,7,10,8,0,0,2,5,6,10,4,730.8
3,2,4,6,2,5,3,2,1,5,2,10,2,8,0,1,2,4,2,10,2,680.4
2,1,5,1,0,2,2,0,1,2,1,4,2,8,0,1,2,6,2,3,4,629.9
3,1,5,2,5,10,10,2,1,6,5,10,5,8,10,0,2,6,10,6,4,711
2,1,5,5,3,6,2,5,1,6,1,1,2,7,5,2,2,3,2,3,2,649.5
4,3,10,4,10,3,10,5,2,10,3,7,10,8,0,0,2,5,6,10,4,730.8
5,5,10,10,8,10,9,5,1,10,3,8,0,4,0,10,2,10,10,2,1,723.4
2,4,9,8,6,10,4,3,1,3,4,6,2,6,0,3,2,7,1,1,1,675.8
3,5,10,6,6,10,5,5,1,2,1,4,2,8,0,4,2,3,3,3,1,674.1
1,5,2,5,5,8,3,2,1,5,2,4,1,8,5,10,2,0,0,3,1,609.5
3,4,6,3,7,8,2,2,1,1,1,5,1,6,8,1,1,3,0,5,1,616.1
4,4,6,3,6,7,0,2,1,1,1,5,2,6,8,1,1,1,1,4,1,611
4,2,10,3,2,10,2,4,1,2,2,10,2,7,10,7,2,10,1,5,2,668.3
4,1,6,10,3,10,3,3,1,5,3,10,10,8,0,1,2,10,3,5,2,729.7
5,1,6,10,3,10,4,3,1,4,3,10,10,8,0,1,2,10,1,5,2,729.7
5,2,10,10,7,10,1,3,1,6,2,7,2,8,0,5,2,10,3,8,2,718.9
4,2,10,3,3,6,4,3,1,8,1,5,1,8,0,1,2,4,3,10,2,691.3
1,2,4,6,5,1,1,5,1,6,3,4,1,7,2,3,2,2,1,5,2,646.7
1,5,5,9,3,5,3,5,1,2,0,2,2,9,0,1,1,6,2,10,2,646.7
5,2,5,10,6,6,6,3,1,4,1,10,5,8,3,2,1,6,1,9,2,690.6
3,4,10,4,9,10,8,3,1,8,6,5,3,7,4,3,2,10,4,7,3,713.2
0,1,0,5,1,10,0,0,1,4,1,3,0,9,0,1,2,1,1,7,1,629.9
2,2,6,6,6,6,6,1,2,7,3,4,4,8,0,0,1,4,3,7,2,652
0,2,2,5,4,4,1,2,1,7,3,3,10,8,0,5,2,5,1,5,3,653.5
0,1,10,6,3,5,5,2,2,8,2,5,5,8,0,6,2,2,3,10,2,662.4
4,4,5,7,10,6,7,5,2,7,1,5,8,6,0,3,2,8,2,8,4,694.3
1,1,1,5,0,3,5,2,2,4,1,4,10,9,0,1,2,4,1,3,4,636.9
1,1,1,5,0,3,5,2,2,4,1,4,10,9,0,1,2,4,1,3,4,636.9
1,3,5,7,6,3,0,0,1,1,1,1,6,9,0,0,2,2,1,4,2,634.6
4,3,5,6,4,3,2,2,2,7,6,7,5,7,5,4,1,5,6,10,2,649
2,4,2,5,3,5,2,0,1,7,0,3,0,7,0,2,1,4,0,5,3,609.1
0,2,3,5,2,5,2,1,1,8,0,6,5,7,0,3,2,2,2,10,2,652.2
2,4,3,10,10,10,1,5,1,5,0,7,8,8,10,4,2,3,4,5,2,676.4
5,2,10,10,3,10,0,2,1,2,2,6,10,6,0,2,2,10,1,7,4,708.1
4,4,3,1,4,5,1,3,1,7,0,7,2,6,2,7,2,2,0,5,1,631.8
5,3,10,10,10,10,6,5,1,8,8,8,2,6,2,6,2,10,10,7,1,752.7
3,3,10,7,10,10,10,5,1,3,4,5,4,8,7,2,2,6,3,3,1,706.6
5,3,10,10,10,10,6,5,1,8,8,8,2,6,2,6,2,10,10,7,1,752.7
5,2,7,5,4,8,3,1,1,9,4,4,10,6,2,2,1,4,2,4,1,672
2,3,10,10,8,10,10,2,1,9,3,5,4,9,3,1,2,5,5,3,1,715.3
3,5,10,10,10,10,10,3,1,8,2,10,2,6,0,10,1,10,2,5,1,695.3
4,4,4,6,3,10,6,4,1,5,4,8,8,6,6,10,2,10,5,5,1,686.4
5,3,2,10,10,6,10,5,1,8,5,6,5,8,0,3,2,5,2,10,4,730.6
4,4,0,3,1,9,1,5,2,7,1,5,0,6,7,4,2,3,0,5,3,614.4
2,2,2,3,2,10,2,2,1,1,3,9,4,4,7,6,1,3,0,1,3,606.3
2,5,2,5,7,3,5,2,1,3,1,6,2,4,7,6,2,1,1,2,2,609.1
1,5,1,10,3,10,3,2,2,2,10,10,5,7,0,5,1,3,0,6,2,634.3
1,5,1,10,3,10,3,2,2,2,10,10,5,7,0,5,1,3,0,6,2,634.3
5,2,8,6,9,10,2,5,1,4,2,3,0,7,3,0,2,10,0,10,3,706
2,5,2,5,7,3,5,2,1,3,1,6,2,4,7,6,2,1,1,2,2,609.1
1,2,0,6,7,3,2,0,2,9,1,1,1,7,0,1,1,6,6,10,2,624
5,2,10,5,8,10,4,1,1,8,2,5,2,8,0,0,2,5,2,5,2,703.2
1,4,1,5,2,0,2,5,2,5,1,1,2,8,6,1,2,3,1,10,3,610.6
0,3,4,0,5,4,2,5,1,0,1,3,0,7,0,8,2,4,0,10,1,624.4
4,4,6,8,10,10,10,5,1,9,2,7,2,7,0,1,2,10,5,5,3,734
4,4,10,10,10,10,5,5,2,8,5,3,4,7,10,3,2,10,2,8,3,697.5
4,4,10,10,10,10,5,5,2,8,5,3,4,7,10,3,2,10,2,8,3,697.5
3,4,7,2,2,4,2,0,1,8,0,5,0,8,1,3,1,6,6,4,3,628.4
3,2,10,7,9,10,5,1,1,8,4,6,10,7,1,3,2,10,8,7,2,735.5
5,1,0,1,0,6,5,0,1,9,4,6,5,5,0,1,2,5,4,10,2,677.3
0,4,0,5,7,3,1,5,1,3,1,10,0,1,0,10,1,2,0,2,3,592.3
4,3,10,4,10,3,10,5,2,10,3,7,10,8,0,0,2,5,6,10,4,730.8
3,3,3,2,0,2,0,1,1,3,1,2,0,7,5,3,2,6,1,6,4,608.9
5,4,2,6,6,4,2,2,1,8,2,6,0,7,3,2,2,6,2,10,2,669.2
1,2,1,7,10,7,2,4,2,3,0,10,0,6,8,0,2,8,0,8,3,649.4
1,3,1,6,3,1,0,1,1,6,2,1,5,5,5,6,2,5,0,3,3,604.9
1,1,3,4,10,7,7,3,2,9,3,1,3,8,0,3,2,4,7,5,3,671.8
2,5,0,4,4,2,4,0,1,5,1,7,0,7,0,5,2,1,2,5,4,616.7
