FRUITS_VEGGIES,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,SLEEP_HOURS,PERSONAL_AWARDS,TIME_FOR_PASSION,AGE,WORK_LIFE_BALANCE_SCORE
0,3,5,6,8,6,9,2,2,625.7
3,10,3,0,6,7,3,2,2,674.1
3,6,5,10,10,7,5,2,3,727.7
1,5,10,5,10,6,3,1,1,637.8
5,5,8,3,10,8,3,2,2,663.4
4,0,3,8,10,8,5,2,2,644.7
5,10,4,6,10,8,10,5,3,702.5
3,9,6,5,6,7,5,7,2,684.7
3,9,6,5,6,7,5,7,2,684.7
2,5,3,2,3,8,6,0,4,629.9
2,0,4,4,5,6,4,0,2,608.2
3,3,5,8,10,7,5,5,4,707.9
4,6,7,2,5,7,9,2,3,673.4
4,1,5,2,10,8,5,1,3,671.3
5,8,6,8,3,6,10,8,4,736.6
1,2,3,1,1,7,2,0,2,584.9
3,6,5,8,10,7,10,7,2,727
2,10,4,1,3,8,2,4,2,649.9
5,7,3,10,10,7,2,4,3,685.6
3,3,10,10,10,7,10,2,3,724.4
3,5,6,7,8,7,5,1,3,691.5
4,8,5,5,4,7,5,4,2,655.2
3,10,5,10,10,8,8,0,2,650.5
2,0,1,1,3,7,3,1,2,627.6
5,6,8,6,7,7,10,6,4,724.7
3,3,8,9,7,8,6,1,4,670.9
5,5,4,10,10,1,10,10,4,768.5
3,7,10,10,10,6,10,5,2,707.7
5,10,6,10,10,9,3,3,3,685.7
1,2,4,3,8,6,2,0,2,588
5,8,8,8,3,9,3,2,2,669.4
1,10,6,4,1,6,2,0,2,577.9
3,4,3,5,10,9,9,2,3,683.4
2,1,2,1,1,7,1,0,2,581.7
5,10,4,10,4,7,10,5,2,714.2
2,3,8,5,8,8,3,2,2,686.6
3,1,5,6,4,4,3,0,3,604.4
2,10,3,7,10,7,10,2,2,682.6
2,3,8,5,8,8,3,2,2,686.6
3,10,9,10,10,9,7,3,2,736.1
4,3,8,10,5,7,10,1,4,701.5
1,4,10,10,10,8,7,6,2,662.2
5,5,5,6,4,8,5,2,4,698.7
3,3,2,5,10,8,4,3,1,656.2
3,8,5,4,5,7,5,6,1,664.3
2,5,4,4,3,6,5,6,3,632.5
5,1,10,10,8,6,5,4,3,693.5
2,10,8,6,6,5,5,4,2,686.9
5,7,3,9,10,7,10,7,4,743.1
2,6,3,8,10,7,7,2,3,661.5
2,2,1,3,3,5,1,0,2,586.6
2,4,5,4,10,7,4,1,1,625
4,7,6,10,5,7,2,3,4,671.3
2,4,0,5,10,7,3,1,1,638
2,4,8,1,2,8,2,0,2,609.1
1,6,1,4,1,7,4,3,4,589.1
5,10,7,6,4,7,10,2,4,682.2
3,10,10,10,10,7,10,8,3,768.6
1,1,4,5,6,6,7,0,3,589.1
5,10,7,5,4,8,1,1,3,627.1
4,7,4,10,6,8,9,5,2,694.1
3,6,4,3,0,8,5,0,3,628.4
4,7,5,10,10,8,10,2,3,721.2
5,2,3,8,6,6,4,2,3,697.9
5,5,9,6,8,7,8,3,3,699.2
2,8,2,3,4,6,3,2,2,632.3
4,5,3,2,10,6,10,5,3,667.1
1,10,3,10,4,6,10,1,3,679
1,5,10,2,4,8,3,0,2,619.3
5,8,5,10,3,8,10,1,2,723.8
5,0,0,0,2,8,2,0,3,600.4
5,10,5,7,3,8,10,9,2,698.7
2,5,4,0,10,5,7,0,2,639.5
2,5,4,0,10,5,7,0,2,639.5
5,3,2,10,10,6,7,6,3,720
4,6,10,9,10,8,8,3,4,728.9
4,10,4,10,7,7,10,10,2,736.3
0,4,8,5,5,8,4,2,3,643
3,5,10,10,10,8,5,5,3,725.9
3,8,1,4,7,6,6,1,2,603.4
3,1,5,10,4,8,3,3,4,626.7
3,2,6,10,10,6,10,6,3,655.2
1,10,3,7,10,8,4,10,3,708.5
2,10,10,10,10,6,10,2,3,701.7
5,6,4,10,10,7,10,1,3,660.1
3,10,4,2,9,7,3,1,2,693.2
4,7,3,4,10,8,3,3,2,652.2
1,2,2,10,10,9,2,0,2,633.5
5,10,4,4,10,8,10,2,3,706.2
4,3,6,10,10,7,4,5,1,709.4
2,5,4,4,10,6,1,2,2,628.2
5,1,4,0,10,7,10,2,3,636.1
1,10,10,8,10,9,10,0,3,707.9
3,6,4,6,7,8,10,5,1,685.5
3,3,6,7,10,7,8,6,4,713.2
0,5,6,10,10,6,5,1,1,676.9
2,1,2,10,3,6,5,4,4,642.5
4,9,6,4,2,7,2,2,2,654.3
4,3,1,0,2,6,6,1,3,566.2
5,2,5,3,10,7,5,0,4,635
5,2,5,3,10,7,5,0,4,635
3,2,4,6,8,8,1,4,3,636.5
4,2,3,0,2,7,3,0,2,591.9
4,5,2,2,3,7,4,1,2,628.8
3,3,4,7,5,8,10,1,2,664.7
1,4,2,5,2,9,0,1,2,598.9
2,0,6,3,4,5,3,2,3,612.5
3,8,7,8,10,7,5,3,2,707.4
3,10,6,8,6,8,5,1,2,668.5
5,1,1,1,2,7,0,1,4,595.3
3,4,5,5,7,8,7,5,2,695.1
3,7,3,3,10,7,8,8,2,683.6
3,10,6,7,10,7,7,3,3,705.1
2,3,4,5,6,7,10,5,1,729.5
3,3,4,3,7,7,10,7,1,734.6
1,4,10,1,2,7,3,1,2,614.6
3,10,6,10,10,6,10,9,4,717.4
2,1,5,10,10,8,6,2,4,665.2
5,5,6,5,5,7,2,5,4,671.5
3,10,10,6,10,7,6,2,2,719.3
3,10,2,5,3,9,3,1,2,651.3
5,10,6,8,10,8,10,1,4,737.2
2,5,3,10,2,9,4,3,3,654.5
2,3,5,4,1,8,3,1,2,605.5
5,10,10,10,10,9,8,4,4,786
3,10,0,7,0,9,1,10,1,663.9
4,3,4,3,10,8,3,1,3,652.8
2,7,3,5,8,8,10,4,3,660
5,6,3,1,8,7,2,3,2,638.2
4,8,10,10,10,7,10,5,3,755
4,4,3,4,3,7,3,4,2,639.4
1,4,4,6,2,6,10,0,4,641.2
4,5,8,5,3,8,3,4,2,644.8
4,5,8,5,3,8,3,4,2,644.8
5,0,7,6,5,7,3,1,4,653.7
3,10,9,7,3,6,4,1,2,617.2
2,4,4,6,3,8,2,2,2,652.2
5,10,5,10,4,10,10,2,1,713.8
2,10,4,6,7,6,5,10,2,671.8
3,2,10,2,10,6,8,2,2,650.5
2,5,10,5,10,7,10,7,4,742.7
5,10,10,10,7,6,10,8,2,749.7
4,3,7,7,10,7,3,6,3,721
5,5,2,1,1,7,2,3,4,585.5
2,3,2,7,6,8,1,0,4,621.6
2,10,4,3,5,8,1,1,3,636.2
2,3,3,3,8,9,4,2,3,657.5
4,3,3,4,10,7,4,1,4,669
5,5,3,4,3,7,3,3,2,688.7
5,2,3,4,10,6,1,4,3,663
5,10,1,10,10,8,5,4,3,722.1
2,1,4,6,6,6,5,0,4,663.5
4,2,2,10,3,6,5,1,4,617.1
4,2,2,10,3,6,5,1,4,617.1
3,10,6,10,10,7,8,6,2,732.9
4,2,5,10,4,8,2,1,2,597
2,10,6,4,5,6,7,3,1,675.2
1,10,4,4,2,9,5,0,2,611
2,3,8,2,5,6,2,1,2,610.3
3,10,10,3,2,8,7,1,3,653.7
1,10,7,7,4,3,8,0,4,623.4
1,10,7,10,6,7,3,6,2,687.3
2,10,3,0,2,9,0,2,4,636.3
4,3,1,1,3,8,3,1,4,642.6
5,5,5,10,2,8,5,6,2,694.9
2,10,3,0,2,8,1,3,2,651.3
2,6,5,3,10,7,10,2,4,694.5
5,10,3,10,10,8,10,6,4,751.8
4,3,1,1,3,8,3,1,4,642.6
3,8,4,6,8,7,7,6,2,696.6
4,10,6,7,10,6,7,3,3,688.5
5,10,3,7,10,8,5,2,2,672
4,3,9,10,10,6,8,6,2,732.7
5,10,6,8,9,6,5,10,3,684.7
3,9,10,8,7,7,7,2,2,688.1
3,2,2,10,5,7,5,2,2,681.3
5,4,4,7,2,9,3,8,4,698.3
4,10,10,8,10,8,10,1,3,707.7
5,10,10,10,10,10,10,10,4,781.1
3,10,7,10,7,8,5,3,3,681.1
3,10,7,10,7,8,5,3,3,681.1
2,2,5,5,5,7,8,4,3,661.8
3,9,9,10,8,7,10,5,3,722.7
2,4,6,6,3,8,6,2,3,661.8
2,1,4,10,5,7,10,1,3,601.9
3,10,3,5,4,7,10,2,2,649.6
3,10,3,5,4,7,10,2,2,649.6
3,10,3,5,4,7,10,2,2,649.6
3,1,1,2,8,6,7,2,2,626.1
2,1,6,3,8,8,5,5,3,656.9
2,4,8,5,5,6,10,2,3,679
4,10,9,6,10,9,6,3,3,710
0,8,6,1,1,10,4,0,3,649
4,6,5,6,10,6,5,2,3,681.7
4,6,3,5,2,7,8,0,2,651.2
3,10,8,7,6,7,6,0,2,657.3
2,10,6,10,8,7,7,1,3,621.2
3,3,2,1,3,5,5,4,2,615
2,2,2,7,10,3,7,2,3,663.7
4,2,2,2,1,7,4,1,4,636
5,3,10,5,5,8,10,2,4,675.2
2,3,3,3,9,6,3,0,3,600.2
4,10,4,4,7,6,8,2,2,707.2
2,7,6,7,6,7,7,6,3,703.2
1,2,6,7,8,8,5,1,3,670.9
1,0,2,2,3,7,2,1,2,585.9
2,1,8,10,9,6,4,2,3,626.1
3,3,5,4,6,7,3,1,4,620.3
4,10,7,10,4,7,2,3,3,677.5
0,4,5,0,7,8,2,0,2,587.6
1,0,2,10,2,6,10,10,4,730.9
2,0,4,0,6,7,4,1,2,647.7
2,3,8,8,10,8,10,5,2,705.9
2,0,7,5,6,10,3,0,3,616.1
2,0,4,0,2,7,2,0,2,621.4
4,5,9,8,9,8,9,7,2,743.3
4,2,2,3,10,7,10,2,4,659
1,1,4,1,4,7,2,2,4,557.9
2,3,3,3,10,8,7,8,1,684.5
2,3,3,3,10,8,7,8,1,684.5
4,4,1,3,10,8,10,2,3,715.7
3,0,3,2,10,6,5,0,3,606.1
5,1,10,10,10,8,10,3,3,746.7
0,2,3,0,8,5,1,1,3,557.5
3,2,1,10,3,9,3,1,2,677.9
4,4,4,4,4,7,10,2,2,674.7
5,9,0,10,2,7,2,1,3,642.4
5,3,5,6,3,7,4,2,2,667.7
3,2,4,7,7,8,2,1,3,646.4
4,0,1,6,1,8,2,2,4,598.7
3,2,2,7,6,6,2,1,4,599.7
5,10,7,3,4,8,7,5,2,704.2
1,8,10,10,10,9,5,1,2,722.7
5,10,5,10,2,7,10,10,3,761.2
1,8,10,10,10,9,5,1,2,722.7
3,6,10,10,10,8,8,7,2,729.1
1,10,2,5,5,5,3,2,3,606.6
4,8,3,0,5,7,1,0,2,659.4
5,4,3,5,0,8,5,4,2,673.6
4,8,6,9,5,9,7,7,1,677.7
4,8,6,9,5,9,7,7,1,677.7
5,8,6,5,7,6,5,2,3,675.4
1,10,4,6,10,10,6,0,2,641.1
5,7,8,4,10,6,4,3,2,685.1
5,7,8,4,10,6,4,3,2,685.1
2,8,0,2,5,7,5,1,3,625.8
2,8,1,1,4,7,5,1,3,622.4
3,10,4,4,10,6,10,10,3,719.1
0,2,0,0,3,5,0,0,2,531.8
5,4,10,10,10,6,3,8,2,689.6
5,6,9,7,5,7,5,2,3,674.5
4,10,8,10,10,7,8,4,2,675.8
2,5,3,10,3,7,5,8,4,666.5
3,3,5,7,5,6,10,10,2,722.5
3,8,6,3,5,7,5,2,2,671.5
3,3,1,1,0,7,7,2,3,615.7
5,10,10,10,10,8,10,2,4,779
5,3,10,3,6,6,3,3,3,641.2
1,0,2,1,1,7,1,0,2,571.3
2,10,5,0,5,6,3,1,4,625.5
5,10,6,9,10,7,9,1,3,707.4
5,3,4,5,10,8,10,0,4,662
1,10,4,3,4,6,5,1,3,586.6
1,2,9,10,8,6,8,4,4,697
2,3,7,4,10,7,7,1,4,681.5
4,2,5,10,4,5,7,1,2,684.9
4,2,4,10,5,5,8,1,2,683.2
5,4,5,9,5,8,5,1,4,676.6
5,10,6,9,10,7,9,1,3,707.4
3,6,3,3,4,7,6,6,4,686.8
5,2,10,10,3,8,10,3,4,724.4
5,10,6,10,10,8,9,8,3,756.7
5,6,2,3,3,8,3,1,4,633.9
5,6,2,3,3,8,3,1,4,633.9
1,6,5,2,5,7,6,10,2,676.9
5,7,7,10,10,6,10,8,4,717.7
1,5,8,10,10,8,6,6,3,699
2,4,4,4,10,7,4,4,2,675.8
5,6,5,7,6,9,1,1,3,656
4,10,5,3,6,8,10,1,3,604.6
5,8,4,4,4,6,10,3,2,691.9
2,5,6,6,5,8,10,4,1,679.2
2,0,1,1,0,8,1,1,3,583.4
5,3,10,4,3,7,0,0,2,627.6
1,0,1,5,3,8,5,0,2,595.3
2,5,5,8,10,7,10,3,2,685.4
3,10,10,6,10,4,7,10,2,751.9
3,4,3,4,4,7,7,3,2,662.2
5,4,6,10,10,7,5,10,3,703.2
1,1,3,1,10,7,2,0,2,608.2
2,5,6,2,4,7,3,2,2,663.2
5,2,1,10,3,8,10,1,4,660.1
4,2,3,3,9,4,4,5,2,656.9
4,2,3,3,9,4,4,5,2,656.9
2,7,5,5,10,8,4,1,3,658.4
1,2,8,8,10,7,5,4,3,649.2
1,10,4,1,1,8,0,0,2,595.3
3,2,3,10,4,7,10,5,2,623.1
2,5,5,10,10,7,1,8,2,674.1
4,10,10,10,10,7,10,1,2,710
5,6,5,5,10,6,8,2,3,685.2
1,3,4,10,5,5,3,2,3,620.6
1,1,5,5,6,10,0,0,2,613.7
5,1,2,0,4,7,1,1,4,606.1
4,3,4,10,5,8,10,6,4,728.7
2,6,4,9,2,8,3,0,3,624.4
5,1,3,1,2,7,10,2,4,617.4
3,5,4,2,7,6,5,2,3,645.6
1,2,2,2,2,9,2,1,2,626.5
2,5,2,10,10,6,10,1,3,643.3
5,2,5,4,10,6,6,2,3,673.2
4,6,4,8,6,10,6,4,3,664.1
2,5,3,5,3,8,5,10,2,682.2
0,0,6,6,1,8,5,10,2,676.9
1,0,0,0,1,5,0,0,4,509.7
5,1,9,10,10,8,10,10,3,746.7
2,3,4,3,2,5,6,1,2,590.4
3,1,6,3,4,7,4,0,3,612.9
3,6,6,5,10,7,2,1,4,659.8
5,8,5,2,5,6,5,1,2,653.5
0,5,4,8,4,6,3,6,2,641.8
3,5,3,2,7,9,2,0,3,596.3
2,2,6,4,10,6,0,2,1,663.5
4,6,10,7,10,8,4,2,3,690
1,3,4,8,5,8,6,0,4,633.5
2,0,1,1,1,10,2,3,2,585.5
4,1,2,2,10,9,1,7,2,650.9
1,8,1,5,5,7,3,2,2,635.8
3,10,8,10,10,6,10,2,3,690.7
5,10,10,10,10,7,10,5,4,687.7
2,10,9,10,3,6,10,1,2,667.1
1,3,3,0,5,7,4,0,2,576.6
2,4,4,5,6,9,3,0,2,617.6
2,8,10,7,10,6,10,6,1,758.9
4,10,5,8,3,6,10,3,3,690.5
3,3,2,2,1,9,5,0,2,624.6
3,2,1,1,1,9,4,0,2,617.8
3,10,7,4,10,7,3,1,2,679.4
2,4,4,6,10,7,5,1,3,638.4
3,5,3,3,0,8,2,3,2,605.6
5,5,8,10,6,8,10,3,4,724.9
2,7,6,8,8,6,5,2,2,654.8
1,2,4,2,4,5,2,2,2,553
3,8,4,4,7,6,10,5,3,701.1
1,5,9,9,10,7,9,9,3,709
4,2,3,10,10,6,3,7,2,660.5
1,2,5,10,10,7,10,2,2,652.2
3,4,10,6,4,5,10,1,3,666.2
4,4,7,10,9,6,10,4,2,674.3
4,2,3,10,10,6,3,7,2,660.5
2,4,5,10,10,5,5,6,2,648.2
1,10,10,10,5,7,4,6,3,685.6
5,10,10,5,10,7,10,0,3,675.1
3,6,5,4,10,6,10,3,2,666.4
4,4,4,10,10,8,10,5,3,722.9
2,3,4,5,5,8,7,2,2,634.8
1,7,10,8,10,8,4,4,3,694.1
2,6,6,7,8,6,7,2,2,671.4
0,10,4,5,10,7,10,4,2,671.7
2,4,3,1,10,5,9,0,2,664.1
2,1,5,2,10,6,5,2,2,655
2,10,5,10,5,7,10,1,2,681.8
2,10,7,5,10,5,7,1,2,646.3
5,2,6,3,10,8,5,2,2,652.6
0,10,4,10,10,6,10,2,2,703
4,8,3,6,10,6,2,2,1,620.1
3,8,2,5,3,7,6,2,3,677.5
1,6,10,5,10,7,4,0,4,644.8
4,10,5,8,5,6,7,1,4,657.3
3,4,4,8,10,7,7,5,2,705.7
3,6,2,4,4,5,8,4,2,663.9
5,1,1,10,10,7,5,0,2,626.3
0,4,10,6,4,8,5,5,2,694.7
3,5,10,4,3,7,3,1,3,654.5
2,4,5,0,5,7,3,10,2,654.6
1,2,4,5,2,8,4,2,2,641.4
4,5,10,5,8,5,3,5,2,704.3
2,6,8,7,10,7,9,7,1,710.2
1,8,5,0,4,8,8,1,2,649.8
3,5,6,10,6,6,8,6,4,690.5
2,10,10,10,10,7,10,0,3,681.8
1,2,7,10,7,7,3,1,2,635.2
2,3,5,10,5,7,10,2,3,685.8
1,10,2,5,4,7,5,8,4,699.8
2,10,6,10,5,7,10,4,2,718.5
1,10,2,5,4,7,10,5,4,671.5
3,5,10,6,3,6,6,3,2,656.3
3,1,5,10,10,8,6,4,3,686.4
4,1,2,5,5,6,2,2,3,624.2
5,6,7,5,9,7,5,7,3,698.8
5,7,7,8,9,6,5,7,3,714.5
5,10,8,3,10,8,4,6,2,726.3
3,0,5,6,2,8,2,2,2,663
1,1,1,2,0,8,3,1,2,595.7
5,5,5,6,3,6,4,2,4,715.1
3,7,0,7,7,5,10,2,4,675
0,2,4,10,10,7,10,7,3,680.5
3,6,6,3,10,5,7,2,2,658.8
3,6,6,3,10,5,7,2,2,658.8
5,3,2,2,3,6,2,0,3,615.7
3,6,4,4,10,8,9,1,3,650.1
0,0,5,10,5,8,5,4,2,632.4
3,5,10,10,10,6,10,10,4,750
2,4,5,10,8,7,7,6,2,703
4,10,5,0,10,6,5,1,3,676.6
1,10,10,10,6,5,9,4,4,688.8
0,10,10,10,6,5,10,4,4,694.1
5,2,5,1,2,9,2,1,4,628
5,2,5,8,5,7,9,3,3,665.4
1,7,8,4,5,7,5,5,2,658
2,7,7,10,5,8,3,4,4,704
5,6,10,10,7,6,9,1,4,702.1
5,10,9,10,10,8,10,8,2,769.5
4,4,2,3,2,9,6,3,2,638
1,10,4,6,3,8,1,1,2,616.5
5,10,3,5,3,7,10,1,2,654.1
2,1,5,4,4,6,2,2,2,605.5
4,6,10,4,4,5,8,3,2,656.5
2,3,2,3,1,7,10,0,1,607.4
2,3,2,3,1,7,10,0,1,607.4
2,1,6,2,8,7,5,0,4,596.8
4,2,2,1,9,7,2,0,2,631.2
5,10,4,10,5,6,8,10,3,743.6
5,10,6,5,3,8,10,4,4,729.1
0,7,7,7,3,7,1,0,2,625.9
1,2,6,2,2,7,5,1,3,590.2
3,2,3,10,10,8,3,6,4,707.2
1,2,4,5,2,8,1,5,2,641.8
1,2,4,5,2,8,1,5,2,641.8
0,7,7,7,3,7,1,0,2,625.9
2,10,10,7,4,8,3,1,3,706.6
3,5,3,10,7,6,10,2,4,648
5,4,4,10,6,8,10,3,4,724
1,2,7,5,10,7,2,0,3,612.5
2,10,7,7,5,7,10,2,2,709
5,7,9,6,6,8,10,8,3,680.9
5,2,7,3,10,7,6,1,3,625.2
2,10,4,5,5,7,10,1,3,656.7
2,10,4,5,5,7,10,1,3,656.7
2,10,4,5,5,7,10,1,3,656.7
2,10,4,3,5,7,7,1,3,663.5
4,10,10,10,10,6,3,4,2,715.7
2,4,2,6,10,7,5,3,3,675
1,4,6,10,10,6,1,0,3,643.7
3,8,6,5,9,8,5,2,1,674.7
5,1,5,4,2,8,0,1,2,607.4
2,4,5,7,10,7,6,6,4,683.9
2,4,5,7,10,7,6,6,4,683.9
3,10,2,2,5,5,10,1,4,675
3,2,7,4,10,7,8,9,2,670.5
3,8,4,2,10,6,4,3,2,647.7
2,0,1,5,10,5,10,3,3,666.2
4,6,6,10,10,8,10,7,2,728.9
4,10,8,10,8,5,10,1,4,716.8
0,2,2,10,10,5,3,2,3,602.3
5,10,10,4,4,8,5,3,4,693
5,5,9,10,10,8,8,3,3,755.2
5,0,3,1,2,6,4,0,3,533.7
3,6,9,8,10,7,7,2,2,696.4
5,5,7,6,5,8,8,2,2,711
2,8,10,10,7,6,10,1,4,709.6
5,2,10,7,4,7,10,8,4,723.8
5,10,5,3,10,6,4,6,3,729.3
2,10,5,7,10,6,10,8,4,749.5
5,10,5,3,10,6,4,6,3,729.3
2,7,3,3,5,8,5,4,3,677.5
4,2,2,3,9,7,5,1,2,627.8
2,3,5,5,10,6,3,5,3,668.6
2,5,4,10,10,7,0,0,3,637.6
5,10,2,5,5,8,5,1,4,677
4,2,5,6,10,6,8,10,3,689.8
5,6,4,8,4,8,3,4,4,659.6
2,3,6,5,10,8,7,4,2,612.3
2,4,2,10,10,9,3,2,3,668.3
3,0,3,5,1,8,5,0,2,583.4
1,2,4,1,3,5,0,1,3,612.3
5,0,3,1,3,6,5,1,3,618
4,4,3,10,5,6,4,3,4,655.4
1,3,2,2,2,6,5,1,3,613.8
3,4,8,8,8,5,4,8,4,657.8
1,3,4,2,4,6,7,3,2,629.5
1,10,2,4,4,7,10,6,4,685.6
5,1,10,5,10,7,6,0,2,624.1
1,3,4,3,10,8,5,2,2,672.2
3,10,10,4,4,7,4,2,2,614.4
4,10,6,3,5,7,1,1,4,661.6
4,10,6,3,5,7,1,1,4,661.6
5,10,1,1,4,8,4,2,3,657.9
5,10,1,1,4,8,4,2,3,657.9
5,10,1,1,5,8,4,2,3,661.1
5,10,1,1,5,8,4,2,3,661.1
5,10,1,1,5,8,4,2,3,669.6
4,7,1,7,1,7,6,7,2,658.2
3,10,3,0,5,9,2,1,2,661.9
3,3,3,6,2,9,0,3,4,626.1
3,9,6,4,2,8,3,0,4,645.6
1,1,1,4,10,7,2,1,3,602.9
3,2,4,10,10,7,8,5,3,683.9
3,4,4,6,10,6,2,5,3,669.8
4,10,6,5,5,8,6,2,2,697.2
2,0,3,0,5,7,0,0,2,584.9
3,2,1,0,5,8,0,1,3,592.5
5,10,5,10,10,7,10,4,2,692.2
3,7,6,6,7,6,8,8,4,672
3,6,5,10,5,7,10,10,3,710.2
2,7,8,6,10,7,8,3,2,678.5
1,10,4,1,6,7,3,4,2,670
3,1,5,2,4,7,3,2,3,632.4
5,10,7,10,10,8,10,1,2,705.5
3,6,5,10,5,7,10,10,3,710.2
5,10,7,1,2,7,6,1,2,670.7
2,1,5,0,10,5,5,0,3,624.2
4,5,5,3,7,8,5,0,2,639
4,5,5,3,7,8,5,0,2,639
2,1,3,2,10,7,2,0,2,537.5
2,8,3,5,1,8,2,0,2,607.3
1,1,2,2,10,5,3,4,4,583
4,0,3,7,3,8,4,0,4,636.5
5,5,4,8,5,7,10,3,3,696.2
5,10,7,1,2,7,6,1,2,670.7
3,1,3,7,2,6,8,1,4,659.2
3,0,2,1,2,4,2,0,2,579.2
3,4,6,7,7,5,4,5,3,684.3
5,10,10,10,10,7,5,5,3,733.6
1,0,2,5,4,4,5,6,1,653.7
3,10,2,4,4,6,3,1,3,598.5
0,0,0,3,2,3,1,0,4,592.7
2,4,7,7,10,8,8,10,3,728.5
3,3,10,8,10,8,5,8,4,693
5,10,10,10,10,8,10,8,4,797.7
2,0,8,2,10,6,2,2,1,635.9
3,5,2,2,1,7,10,1,3,641.8
1,10,5,4,5,7,3,2,2,616.7
2,7,4,10,8,8,8,9,4,746.7
5,5,8,5,8,7,9,2,3,722.5
3,7,10,2,10,8,8,2,4,689.6
1,8,3,3,6,8,5,1,4,649.7
1,8,3,3,6,8,5,1,4,649.7
3,3,4,3,6,7,1,1,3,612.9
2,6,10,9,4,7,5,2,3,654.3
3,4,2,10,6,9,5,2,3,652.2
5,10,5,4,4,7,7,7,3,699.2
3,4,3,5,5,7,8,3,4,650.3
1,0,2,4,7,6,3,5,3,594.9
1,4,4,10,10,6,4,2,3,643.3
3,5,10,6,8,8,9,2,3,656.9
4,5,2,10,2,8,0,8,4,733.1
1,0,3,2,2,6,2,1,2,550.2
1,0,3,2,2,6,2,1,2,550.2
0,10,5,10,5,9,10,5,4,749.9
2,4,3,10,10,8,6,7,4,701.7
2,4,5,10,7,7,4,3,1,691.5
2,4,5,10,8,6,4,3,1,672.6
4,3,5,4,10,8,5,3,2,696.4
3,2,2,3,3,7,8,1,2,624.2
5,1,3,0,1,8,2,1,2,641.4
4,8,8,8,3,7,3,7,2,711.9
3,9,10,6,6,8,6,4,3,677.7
1,5,2,0,9,8,2,1,1,590.2
3,7,5,7,8,7,10,5,1,688.8
0,5,7,10,10,7,8,3,1,709.1
3,3,4,10,6,7,10,8,4,677.5
1,5,2,0,9,8,2,1,1,590.2
0,0,6,5,4,7,2,0,2,586.6
4,10,5,4,10,7,10,5,1,700.2
4,8,10,5,8,8,9,5,3,719.1
3,5,3,10,10,7,3,1,3,641.4
1,5,5,4,2,8,2,1,2,666
3,4,3,4,3,4,1,5,2,605.1
0,10,2,10,10,6,10,1,3,610.8
4,10,10,10,5,7,10,4,3,730.8
3,3,3,4,6,7,4,1,3,642.4
4,10,10,6,5,7,10,5,2,748.2
4,7,10,4,10,8,5,3,1,715.3
2,2,7,10,10,7,3,5,4,622.9
2,6,10,9,4,7,5,2,3,654.3
2,3,3,7,5,7,3,5,2,670.9
3,9,10,10,10,5,10,2,2,637.2
2,10,6,3,6,7,10,5,1,705.3
2,10,10,8,10,8,8,6,2,705.3
0,0,0,0,2,5,5,4,1,571.7
1,5,1,0,2,5,2,1,2,595.3
0,1,3,3,6,9,3,5,2,588.9
3,7,10,3,10,6,5,0,2,623.1
3,7,8,10,6,8,5,5,3,709.8
3,7,8,10,6,8,5,5,3,709.8
5,5,7,7,4,6,5,6,4,713
1,1,3,7,7,7,3,2,3,629.5
3,10,8,6,10,8,10,8,2,672.2
4,1,7,3,7,9,1,4,2,687
5,5,10,10,10,8,10,1,3,717.8
5,5,10,10,10,8,10,1,3,717.8
4,10,6,10,4,9,4,2,2,696.6
1,2,10,10,10,7,10,0,1,663
5,5,3,1,10,7,3,4,3,629
3,4,5,10,10,7,7,5,2,703.4
1,4,4,1,3,6,4,4,2,608.2
2,10,7,8,10,7,10,4,3,681.1
5,10,6,10,10,8,6,6,3,738.2
2,3,3,3,5,7,5,1,2,559.4
3,5,6,7,6,8,2,3,2,654.1
3,4,3,7,7,8,2,4,2,645
4,7,3,7,4,8,5,6,2,684.3
3,10,10,4,10,7,4,1,2,663.9
3,6,1,0,5,6,8,0,2,646.9
3,3,6,4,10,7,3,2,1,663.2
3,3,6,4,10,7,3,2,1,663.2
5,7,6,9,9,8,7,9,4,726.1
5,10,10,10,8,7,9,8,3,759.3
2,5,5,3,3,7,3,0,3,579.1
2,5,5,3,3,7,3,0,3,579.1
1,5,7,10,10,8,8,1,1,674.1
2,10,6,2,5,7,1,1,2,653
4,10,3,6,10,7,4,2,3,662
5,5,3,4,10,9,10,0,3,629.2
1,4,10,5,10,6,10,3,3,697.1
3,10,2,4,10,5,1,3,3,662.8
3,10,7,5,5,9,8,3,4,717.4
3,6,3,2,4,6,10,1,2,634.1
4,0,10,8,10,6,2,5,2,668.2
1,4,8,10,6,8,2,0,2,621.2
3,10,5,3,3,2,4,0,3,638.9
2,4,3,10,9,7,8,2,3,655.6
5,2,10,10,8,7,10,5,4,749.3
3,6,3,2,4,6,10,1,2,634.1
2,3,5,10,10,5,6,7,2,643.1
5,4,6,7,3,8,6,2,3,694.1
4,10,9,10,6,8,10,9,2,743.3
1,4,4,3,4,8,6,10,3,675.2
3,10,8,3,3,7,4,0,4,657.1
3,10,4,5,4,7,10,3,2,705.7
4,7,4,7,10,7,5,3,3,667.9
0,5,5,4,5,6,10,1,2,652.2
5,1,6,2,2,6,4,5,4,634
5,10,5,10,1,10,10,3,4,721.6
3,10,8,2,4,7,8,1,2,642.2
